CPRT,Copart Inc. (DE) Common Stock,108.375,-0.655,-0.60%,25610851082,United States,1994,116793,Consumer Durables,Automotive Aftermarket,Copart Inc
CPT,Camden Property Trust Common Stock,109.22,-0.48,-0.44%,10655820921,United States,1993,57458,Consumer Services,Real Estate Investment Trusts,Camden Property Trust
CRH,CRH PLC American Depositary Shares,46.39,-0.81,-1.72%,36398715200,Ireland,0,194090,Capital Goods,Building Materials,CRH PLC
CRHC,Cohn Robbins Holdings Corp. Class A Ordinary Shares,10.18,-0.03,-0.29%,1053630000,United States,2020,75625,Finance,Business Services,Robbins
CSCO,Cisco Systems Inc. Common Stock (DE),49.4576,-0.2124,-0.43%,2.09E+11,United States,1990,2975922,Technology,Computer Communications Equipment,Cisco Systems
CSL,Carlisle Companies Incorporated Common Stock,157.695,0.855,0.55%,8403770923,United States,0,26060,Basic Industries,Specialty Chemicals,Carlisle Companies
CSX,CSX Corporation Common Stock,91.4,-0.54,-0.59%,69692962301,United States,0,565246,Transportation,Railroads,CSX Corp
CTAS,Cintas Corporation Common Stock,344.12,-3.83,-1.10%,36142910868,United States,1983,52764,Consumer Non-Durables,Apparel,Cintas Corp
CUB,Cubic Corporation Common Stock,69.95,-0.01,-0.01%,2220799881,United States,0,57079,Capital Goods,Industrial Machinery/Components,Cubic Corp
CVS,CVS Health Corporation Common Stock,73.05,-2.02,-2.69%,95794477344,United States,0,2459628,Health Care,Medical/Nursing Services,CVS Health
CVX,Chevron Corporation Common Stock,106.87,-0.77,-0.72%,2.06E+11,United States,0,1601811,Energy,Integrated oil Companies,Chevron Corp
CZR,Caesars Entertainment Inc. Common Stock,92.71,-3.09,-3.23%,19309400906,United States,0,608406,Consumer Services,Hotels/Resorts,Caesars Entertainment
D,Dominion Energy Inc. Common Stock,73.65,-0.64,-0.86%,59335985511,United States,0,573757,Public Utilities,Electric Utilities: Central,Dominion Energy
DAL,Delta Air Lines Inc. Common Stock,49.56,0.17,0.34%,31626548717,United States,0,4130004,Transportation,Air Freight/Delivery Services,Delta Air Lines
DCUE,Dominion Energy Inc. 2019 Series A Corporate Units,96.68,-0.66,-0.68%,0,United States,2019,2999,Public Utilities,Electric Utilities: Central,Dominion Energy
DE,Deere & Company Common Stock,375.49,1.97,0.53%,1.18E+11,United States,0,374522,Capital Goods,Industrial Machinery/Components,Deere & Co
DELL,Dell Technologies Inc. Class C Common Stock ,89.55,0.47,0.53%,67144982050,0,2018,372398,Technology,Computer Manufacturing,Dell Technologies
DFS,Discover Financial Services Common Stock,97.581,-1.039,-1.05%,29893448518,United States,0,402947,Finance,Finance: Consumer Services,Discover Financial Services
DHR,Danaher Corporation Common Stock,215.065,-0.835,-0.39%,1.53E+11,United States,0,834428,Capital Goods,Industrial Machinery/Components,Danaher Corp
DHR^A,Danaher Corporation 4.75% Mandatory Convertible Preferred Stock Series A,1478.03,0,0.00%,0,United States,0,123,0,0,Danaher Corp
DHR^B,Danaher Corporation 5.00% Mandatory Convertible Preferred Stock Series B,1268.99,0,0.00%,0,United States,0,39,0,0,Danaher Corp
DIS,Walt Disney Company (The) Common Stock,192.2,-2.04,-1.05%,3.49E+11,United States,0,2891439,Consumer Services,Services-Misc. Amusement & Recreation,Walt Disney Co
DISCA,Discovery Inc. Series A Common Stock,71.89,-3.92,-5.17%,35034455279,United States,0,4481076,Consumer Services,Television Services,Discovery Inc
DISCB,Discovery Inc. Series B Common Stock,80.94,0,0.00%,39444829743,United States,0,433,Consumer Services,Television Services,Discovery Inc
DISCK,Discovery Inc. Series C Common Stock,60.74,-1.62,-2.60%,29600679004,United States,0,3684858,Consumer Services,Television Services,Discovery Inc
DISH,DISH Network Corporation Class A Common Stock,37.85,-0.88,-2.27%,19915540178,United States,1995,561141,Consumer Services,Television Services,DISH Network
DOW,Dow Inc. Common Stock ,64.83,1.65,2.61%,48312927544,0,2019,1195759,Basic Industries,Major Chemicals,Dow Inc
DRUA,Dominion Energy Inc. 2016 Series A 5.25% Enhanced Junior Subordinated Notes due 2076,25.5587,-0.0113,-0.04%,0,United States,2016,2486,Public Utilities,Electric Utilities: Central,Dominion Energy
DTB,DTE Energy Company 2020 Series G 4.375% Junior Subordinated Debentures due 2080,25.46,0.03,0.12%,0,United States,2020,10846,Public Utilities,Electric Utilities: Central,DTE Energy
DTE,DTE Energy Company Common Stock,130.12,0.23,0.18%,25213832152,United States,0,239203,Public Utilities,Electric Utilities: Central,DTE Energy
DTJ,DTE Energy Company 2016 Series B 5.375% Junior Subordinated Debentures due 2076,25.35,0,0.00%,0,United States,2016,1820,Public Utilities,Electric Utilities: Central,DTE Energy
DTP,DTE Energy Company 6.25% Corporate Units,49.22,-0.29,-0.59%,0,United States,0,39088,Public Utilities,Electric Utilities: Central,DTE Energy
DTW,DTE Energy Company 2017 Series E 5.25% Junior Subordinated Debentures due 2077,26.12,0.1,0.38%,0,United States,2017,1730,Public Utilities,Electric Utilities: Central,DTE Energy
DTY,DTE Energy Company 2016 Series F 6.00% Junior Subordinated Debentures due 2076,25.81,-0.05,-0.19%,0,United States,2016,1574,Public Utilities,Electric Utilities: Central,DTE Energy
